Departure,Arrival,Time,Date,Terminal
CityC,CityF,03:48,2024-08-07,1
CityB,CityH,06:33,2024-08-07,3
CityE,CityJ,02:19,2024-08-07,3
CityE,CityI,20:16,2024-08-07,1
CityE,CityG,19:24,2024-08-07,1
CityD,CityG,12:36,2024-08-07,1
CityD,CityH,23:32,2024-08-07,2
CityA,CityI,20:35,2024-08-07,1
CityE,CityH,19:34,2024-08-07,3
CityD,CityH,13:05,2024-08-07,2
CityD,CityI,21:31,2024-08-07,1
CityE,CityH,19:44,2024-08-07,2
CityD,CityH,19:45,2024-08-08,2
CityA,CityF,00:50,2024-08-08,1
CityB,CityH,06:42,2024-08-08,2
CityB,CityG,12:54,2024-08-08,3
CityA,CityH,17:47,2024-08-08,2
CityC,CityJ,12:43,2024-08-08,1
CityE,CityJ,04:35,2024-08-08,3
CityE,CityH,07:42,2024-08-09,1
CityD,CityJ,04:15,2024-08-09,1
CityE,CityH,17:58,2024-08-09,2
CityC,CityF,20:28,2024-08-09,3
CityC,CityF,09:24,2024-08-09,2
CityD,CityH,09:30,2024-08-09,3
CityC,CityF,18:58,2024-08-09,3
CityA,CityF,14:55,2024-08-09,3
CityB,CityJ,11:28,2024-08-09,2
CityD,CityJ,09:16,2024-08-10,3
CityE,CityI,20:11,2024-08-10,3
CityB,CityJ,16:28,2024-08-10,1
CityC,CityJ,06:35,2024-08-10,2
CityB,CityJ,19:16,2024-08-10,2
CityA,CityJ,07:44,2024-08-10,3
CityA,CityG,16:51,2024-08-11,3
CityD,CityF,19:56,2024-08-11,1
CityB,CityF,00:32,2024-08-11,3
CityD,CityF,16:34,2024-08-11,1
CityD,CityJ,06:39,2024-08-11,3
CityC,CityH,14:05,2024-08-11,2
CityB,CityG,23:32,2024-08-12,1
CityD,CityG,02:18,2024-08-12,2
CityA,CityI,08:31,2024-08-12,1
CityC,CityF,14:40,2024-08-12,2
CityD,CityI,20:03,2024-08-12,1
CityA,CityH,17:56,2024-08-12,3
CityB,CityJ,23:50,2024-08-12,1
CityB,CityJ,02:17,2024-08-12,3
CityB,CityI,18:09,2024-08-12,2
CityC,CityH,06:03,2024-08-12,2
CityB,CityI,06:24,2024-08-12,1
CityA,CityG,21:49,2024-08-12,2
CityB,CityH,22:24,2024-08-12,1
CityB,CityG,05:13,2024-08-12,1
CityC,CityG,23:02,2024-08-13,1
CityE,CityG,12:39,2024-08-13,1
CityD,CityH,08:49,2024-08-13,2
CityE,CityI,09:13,2024-08-13,1
CityE,CityF,11:28,2024-08-13,1
CityE,CityH,00:36,2024-08-13,1
CityB,CityI,07:45,2024-08-13,2
CityD,CityF,10:27,2024-08-13,2
CityA,CityH,19:55,2024-08-13,2
CityC,CityJ,00:03,2024-08-13,1
CityD,CityI,15:47,2024-08-13,3
CityB,CityI,12:20,2024-08-13,2
CityA,CityG,07:02,2024-08-13,2
CityE,CityH,05:43,2024-08-13,1
CityD,CityI,21:09,2024-08-14,1
CityA,CityI,12:25,2024-08-14,2
CityE,CityH,17:56,2024-08-14,1
CityD,CityI,08:55,2024-08-14,1
CityA,CityJ,22:52,2024-08-14,2
CityE,CityJ,13:39,2024-08-14,3
CityA,CityF,22:56,2024-08-14,1
CityE,CityJ,10:31,2024-08-14,1
CityA,CityH,02:38,2024-08-14,2
CityA,CityJ,16:16,2024-08-14,3
CityE,CityH,07:10,2024-08-14,3
CityB,CityI,07:28,2024-08-14,1
CityA,CityJ,21:16,2024-08-14,1
CityD,CityH,21:12,2024-08-15,2
CityE,CityH,00:56,2024-08-15,1
CityD,CityJ,06:50,2024-08-15,1
CityC,CityJ,21:02,2024-08-15,1
CityB,CityI,22:33,2024-08-15,3
CityB,CityJ,06:38,2024-08-16,1
CityC,CityG,16:42,2024-08-16,1
CityC,CityJ,17:31,2024-08-16,2
CityD,CityH,02:10,2024-08-16,2
CityD,CityF,22:59,2024-08-16,1
CityD,CityH,23:43,2024-08-16,2
CityD,CityH,15:25,2024-08-17,3
CityE,CityG,02:50,2024-08-17,3
CityA,CityG,06:14,2024-08-17,1
CityE,CityJ,01:32,2024-08-17,1
CityC,CityI,18:41,2024-08-17,2
CityD,CityJ,15:15,2024-08-17,1
CityC,CityH,22:21,2024-08-17,1
CityE,CityI,19:29,2024-08-17,3
CityC,CityH,20:03,2024-08-18,3
CityC,CityF,10:24,2024-08-18,3
CityB,CityF,06:58,2024-08-18,1
CityB,CityG,21:58,2024-08-18,3
CityE,CityF,13:10,2024-08-18,1
CityC,CityG,20:47,2024-08-18,3
CityC,CityI,22:30,2024-08-18,2
CityB,CityG,11:53,2024-08-18,3
CityB,CityH,07:59,2024-08-18,3
CityE,CityI,14:22,2024-08-18,1
CityC,CityF,01:51,2024-08-18,3
CityD,CityF,16:56,2024-08-18,2
CityA,CityG,07:55,2024-08-18,3
CityD,CityJ,10:47,2024-08-19,2
CityE,CityI,03:05,2024-08-19,1
CityD,CityF,17:35,2024-08-19,1
CityC,CityH,06:42,2024-08-19,1
CityC,CityI,01:13,2024-08-19,1
CityE,CityH,19:21,2024-08-20,2
CityB,CityG,18:31,2024-08-20,1
CityB,CityJ,16:15,2024-08-20,2
CityC,CityH,07:43,2024-08-20,1
CityD,CityI,10:18,2024-08-20,3
CityC,CityI,19:23,2024-08-20,2
CityB,CityJ,05:52,2024-08-20,2
CityB,CityF,09:18,2024-08-20,2
CityC,CityH,09:46,2024-08-20,3
CityC,CityF,00:11,2024-08-20,3
CityD,CityH,00:48,2024-08-20,1
CityD,CityI,19:50,2024-08-21,2
CityE,CityF,02:22,2024-08-21,1
CityD,CityF,04:44,2024-08-21,2
CityD,CityH,20:50,2024-08-21,3
CityE,CityG,09:39,2024-08-21,3
CityA,CityG,23:42,2024-08-21,2
CityA,CityF,10:14,2024-08-22,2
CityA,CityF,11:55,2024-08-22,3
CityC,CityH,06:33,2024-08-22,2
CityA,CityH,02:38,2024-08-22,2
CityA,CityG,21:20,2024-08-22,1
CityD,CityF,17:42,2024-08-22,1
CityD,CityG,00:48,2024-08-22,2
CityA,CityG,04:58,2024-08-22,2
CityE,CityI,12:50,2024-08-22,3
CityA,CityJ,02:58,2024-08-22,2
CityE,CityG,22:46,2024-08-22,1
CityB,CityJ,06:26,2024-08-22,3
CityD,CityI,12:09,2024-08-23,1
CityE,CityG,06:04,2024-08-23,3
CityD,CityJ,05:12,2024-08-23,1
CityA,CityG,12:32,2024-08-23,2
CityA,CityH,03:44,2024-08-23,3
CityE,CityF,14:24,2024-08-23,1
CityA,CityG,02:44,2024-08-23,3
CityD,CityH,04:49,2024-08-23,3
CityD,CityF,06:46,2024-08-23,1
CityC,CityH,17:42,2024-08-23,2
CityE,CityI,07:47,2024-08-23,1
CityD,CityG,15:31,2024-08-23,2
CityD,CityJ,20:27,2024-08-23,3
CityE,CityH,15:01,2024-08-24,3
CityE,CityF,09:02,2024-08-24,1
CityE,CityI,09:01,2024-08-24,2
CityC,CityI,19:01,2024-08-24,1
CityA,CityJ,07:53,2024-08-24,2
CityD,CityJ,22:49,2024-08-24,1
CityE,CityJ,10:06,2024-08-24,3
CityD,CityG,07:24,2024-08-24,1
CityA,CityF,04:28,2024-08-24,3
CityD,CityJ,20:30,2024-08-24,3
CityC,CityG,00:44,2024-08-24,1
CityC,CityJ,10:26,2024-08-24,3
CityC,CityI,09:57,2024-08-24,2
CityA,CityG,18:19,2024-08-25,2
CityC,CityI,12:25,2024-08-25,1
CityC,CityH,18:50,2024-08-25,2
CityD,CityG,00:06,2024-08-25,1
CityB,CityJ,01:13,2024-08-25,3
CityC,CityJ,23:57,2024-08-25,1
CityD,CityG,11:55,2024-08-25,3
CityB,CityG,18:35,2024-08-25,2
CityD,CityH,12:07,2024-08-25,1
CityA,CityF,12:08,2024-08-25,3
CityB,CityF,11:33,2024-08-25,1
CityB,CityI,06:42,2024-08-25,1
CityA,CityI,00:06,2024-08-25,3
CityE,CityJ,17:16,2024-08-25,2
CityA,CityJ,12:16,2024-08-26,1
CityE,CityJ,09:19,2024-08-26,2
CityA,CityG,08:37,2024-08-26,2
CityC,CityH,16:21,2024-08-26,3
CityC,CityH,03:21,2024-08-26,1
CityE,CityF,18:23,2024-08-26,2
CityE,CityF,12:18,2024-08-27,2
CityB,CityJ,23:12,2024-08-27,1
CityB,CityI,00:10,2024-08-27,2
CityE,CityH,05:58,2024-08-27,1
CityA,CityG,22:17,2024-08-27,1
CityB,CityJ,13:24,2024-08-27,2
CityE,CityJ,07:13,2024-08-28,1
CityC,CityI,09:32,2024-08-28,3
CityE,CityH,04:51,2024-08-28,2
CityC,CityF,01:59,2024-08-28,1
CityC,CityH,22:49,2024-08-28,3
CityE,CityF,04:15,2024-08-28,1
CityE,CityG,17:59,2024-08-28,2
CityE,CityI,19:18,2024-08-29,2
CityD,CityF,19:03,2024-08-29,1
CityA,CityH,02:15,2024-08-29,2
CityD,CityJ,14:52,2024-08-29,2
CityD,CityG,16:42,2024-08-29,3
CityC,CityH,02:44,2024-08-29,1
CityA,CityI,16:54,2024-08-30,1
CityE,CityI,05:04,2024-08-30,3
CityD,CityI,19:16,2024-08-30,3
CityC,CityG,04:40,2024-08-30,2
CityB,CityJ,20:16,2024-08-30,1
CityA,CityH,06:14,2024-08-30,2
CityB,CityI,04:48,2024-08-30,2
CityE,CityJ,15:27,2024-08-31,1
CityC,CityI,03:35,2024-08-31,3
CityA,CityF,00:47,2024-08-31,3
CityA,CityJ,22:05,2024-08-31,2
CityB,CityJ,13:33,2024-08-31,2
CityB,CityJ,15:34,2024-08-31,1
CityE,CityF,02:54,2024-08-31,3
CityE,CityJ,17:02,2024-08-31,2
CityD,CityG,16:23,2024-08-31,3
CityC,CityI,18:06,2024-08-31,3
CityD,CityF,08:14,2024-09-01,2
CityC,CityH,14:23,2024-09-01,2
CityB,CityG,15:21,2024-09-01,3
CityA,CityH,01:05,2024-09-01,2
CityE,CityJ,19:31,2024-09-01,3
CityC,CityJ,10:18,2024-09-01,1
CityD,CityF,07:05,2024-09-01,1
CityC,CityI,07:37,2024-09-01,2
CityC,CityI,11:12,2024-09-01,2
CityB,CityH,12:03,2024-09-01,2
CityA,CityH,03:51,2024-09-01,2
CityC,CityI,18:59,2024-09-02,2
CityD,CityH,06:39,2024-09-02,3
CityC,CityG,07:24,2024-09-02,2
CityD,CityF,19:23,2024-09-02,3
CityE,CityF,12:27,2024-09-02,2
CityB,CityH,19:29,2024-09-02,2
CityB,CityJ,00:14,2024-09-02,2
CityB,CityH,04:29,2024-09-03,2
CityD,CityI,02:44,2024-09-03,2
CityC,CityI,14:39,2024-09-03,2
CityD,CityH,08:43,2024-09-03,1
CityA,CityH,15:50,2024-09-03,1
CityE,CityH,05:18,2024-09-03,3
CityC,CityI,00:18,2024-09-03,2
CityD,CityG,04:16,2024-09-03,1
CityB,CityJ,01:13,2024-09-03,3
CityE,CityG,01:51,2024-09-03,2
CityA,CityJ,03:27,2024-09-04,3
CityC,CityF,12:10,2024-09-04,1
CityA,CityH,06:02,2024-09-04,3
CityB,CityI,22:45,2024-09-04,3
CityD,CityI,13:41,2024-09-04,2
CityA,CityH,15:49,2024-09-04,3
CityE,CityI,01:36,2024-09-04,2
CityE,CityF,23:50,2024-09-04,1
CityA,CityF,21:50,2024-09-04,2
CityB,CityH,19:14,2024-09-04,2
CityC,CityI,12:58,2024-09-04,1
CityA,CityI,13:59,2024-09-04,3
CityB,CityI,12:39,2024-09-04,1
CityB,CityI,13:56,2024-09-05,1
CityB,CityG,21:38,2024-09-05,1
CityA,CityI,11:08,2024-09-05,3
CityA,CityJ,18:35,2024-09-05,1
CityE,CityG,02:55,2024-09-05,1
CityE,CityG,07:25,2024-09-06,3
CityD,CityF,07:24,2024-09-06,1
CityE,CityJ,17:16,2024-09-06,1
CityC,CityJ,01:33,2024-09-06,2
CityC,CityF,21:57,2024-09-06,2
CityB,CityH,20:43,2024-09-07,2
CityC,CityF,16:35,2024-09-07,1
CityC,CityG,10:32,2024-09-07,2
CityA,CityG,11:02,2024-09-07,2
CityE,CityJ,06:23,2024-09-07,1
CityD,CityF,01:58,2024-09-08,1
CityA,CityG,07:57,2024-09-08,3
CityB,CityG,17:10,2024-09-08,1
CityA,CityJ,23:27,2024-09-08,2
CityC,CityH,14:18,2024-09-08,2
CityB,CityF,13:16,2024-09-08,1
CityA,CityI,21:52,2024-09-08,2
CityA,CityG,19:59,2024-09-09,2
CityE,CityJ,07:08,2024-09-09,2
CityC,CityF,17:07,2024-09-09,2
CityE,CityI,00:03,2024-09-09,1
CityA,CityI,02:08,2024-09-09,3
